nama,nomor_batch,tanggal_expired,isi1,satuan,jenis,kelompok,harga_beli,up_a,harga_a,up_b,harga_b,stok_awal,stok_akhir
NALETAL 100MG,,,CILOSTAZOL,TAB,TAB,BIASA,0,16,10780,11,10780,0,0
NALETAL 50MG,,,CILOSTAZOL,TAB,TAB,BIASA,0,16,7770,11,7770,0,0
NARFOZ 8MG,,,,TAB,TAB,BIASA,0,16,27500,11,27500,0,0
NATTO-10,,,,TAB,TAB,BIASA,0,16,12210,11,12210,0,0
NEO KAOLANA SYRUP 120ML,,31/08/2025,,FLS,SYR,BIASA,0,16,0,11,14819,0,3
NEPHRISOL,,31/12/2025,,BOX,SUSU,BIASA,75480,16,0,11,70485,0,1
NERVITON E TAB,,,,TAB,TAB,BIASA,0,16,1398,11,1398,0,0
NEULIN PS,,30/06/2027,,KAPSUL,ORAL,BIASA,14985,16,0,11,13320,0,288
NEURALGIN RX,,30/10/2025,,TAB,Oral,BIASA,1110,16,0,11,999,0,97
NEUROMED 5000 MCG,,,,TAB,TAB,BIASA,0,16,2567,11,2567,0,0
NEUROSANBE 5000,,31/01/2026,,TAB,TAB,BIASA,3108,16,0,11,2997,0,205
NEUROSANBE TAB,,30/03/2026,,TAB,ORAL,BIASA,1499,16,0,11,1388,0,170
NEUROVIT E TABLET,,,,TAB,TAB,BIASA,0,16,1167,11,1167,0,0
NEVRAMIN TABLET,,,,TAB,TAB,BIASA,0,16,1351,11,1351,0,0
NIFEDIN 10MG,,,,TAB,TAB,BIASA,0,16,805,11,805,0,0
NIFUDIAR SYR,,28/02/2027,,FLS,SYR,BIASA,41070,16,0,11,41070,0,7
NIKOLAM DRY SYR,,30/06/2027,,FLS,SYR,BIASA,27750,16,0,11,27750,0,1
NIKOLAM 500MG,,,,TAB,TAB,BIASA,0,16,3608,11,3608,0,0
NOCID TAB,,,,TAB,TAB,BIASA,0,16,7040,11,7040,0,0
NONFLAMIN CAPS,,,,TAB,TAB,BIASA,0,16,4277,11,4277,0,0
NORAGES SYRUP,,30/11/2026,,FLS,SYR,BIASA,35520,16,0,11,35520,0,12
NOROS TABLET,,,,TAB,TAB,BIASA,0,16,5830,11,5830,0,0
NOTRITIS 20MG,,,,TAB,TAB,BIASA,0,16,4329,11,4329,0,0
NOXETINE 20MG,,30/11/2028,FLUOXETINE,TAB,TAB,BIASA,6660,20,0,20,6660,0,113
NUCRAL SYR,,30/03/2026,SUCRALFATE,FLS,SYR,BIASA,59441,16,0,11,59441,0,1
NUCRAL 500MG,,30/01/2026,SUCRALFATE,TAB,Oral,BIASA,2109,16,0,11,2109,0,46
NUTRICHOL SACHET,,,,TAB,TAB,BIASA,0,16,8800,11,8800,0,0
NYMIKO DROP,,,,FLS,DROP,BIASA,0,16,32725,11,32725,0,0
NYSTIN DROP,,31/05/2026,,FLS,DROP,BIASA,51060,16,0,11,48840,0,6
OBUCORT SWINGHALER,,,,FLS,INH,BIASA,0,16,158123,11,158123,0,0
OCUFLAM TM 5ML,,,,FLS,TM,BIASA,0,16,79476,11,79476,0,0
OCUSON,,30/03/2025,,TAB,TAB,BIASA,1721,16,0,11,1610,0,20
ONDANSETRON 8MG,,,,TAB,TAB,BIASA,0,16,3300,11,3300,0,0
OSSOVIT TABLET,,,,TAB,TAB,BIASA,0,16,6300,11,6300,0,0
OSTELOX 15MG,,30/04/2026,,TAB,TAB,BIASA,11267,16,0,11,10712,0,104
"OSTELOX 7,5MG",,30/07/2026,,TAB,TAB,BIASA,6882,16,0,11,6549,0,123
OSTEOR C CR,,30/09/2026,,TUBE,SLP,BIASA,202575,16,0,11,184260,0,3
OTEDE 50MG,,30/07/2026,DIPHENHYDRAMINE,TAB,TAB,BIASA,916,20,0,20,861,0,1055
OTOPAIN TT,,,,FL,TT,BIASA,0,16,94350,11,94350,0,0
OXORIL SYR,,31/07/2026,,FL,SYR,BIASA,33300,16,0,11,33300,0,3
PAMOL SYR,,,,FLS,SYR,BIASA,0,16,35520,11,35520,0,0
PATRAL,,30/07/2026,,TAB,TAB,BIASA,7881,16,0,11,9990,0,235
PEPZOL 20MG,,30/06/2027,,TAB,ORAL,BIASA,14430,16,0,11,14430,0,187
PEPTISOL COKLAT / VAN 185,,,,BX,SUSU,BIASA,0,16,65490,11,65490,0,0
PHARMATON FORMULA,,30/03/2026,,TAB,TAB,BIASA,4979,16,0,11,4678,0,47
PIDOVIX 75MG,,30/03/2026,,TAB,TAB,BIASA,20535,16,0,11,19425,0,55
PLASMINEX 500MG,,30/08/2026,,TAB,ORAL,BIASA,3441,16,0,11,3275,0,73
PLAVIX 75MG,,30/12/2025,,TAB,ORAL,BIASA,30284,16,0,11,30284,0,69
PLETAAL 100MG,,,,TAB,TAB,BIASA,0,16,14820,11,14820,0,0
PLETAAL 50MG,,,,TAB,TAB,BIASA,0,16,9802,11,9802,0,0
POLYSILANE TAB,,30/08/2027,,TAB,ORAL,BIASA,1055,16,0,11,1055,0,66
PREDNOX 4MG,,,METHYLPREDNISOLONE 4MG,TAB,TAB,BIASA,0,16,3674,11,3674,0,0
PREDNOX 8MG,,,METHYLPREDNISOLON 8MG,TAB,TAB,BIASA,0,16,5918,11,5918,0,0
PROCALMA,,,,TAB,TAB,BIASA,0,16,4180,11,4180,0,0
PROCELES SYR,,31/05/2026,,FLS,SYR,BIASA,38500,16,0,11,38500,0,1
PROCETAM 1200MG,,,,TAB,TAB,BIASA,0,16,4840,11,4840,0,0
PROCETAM 800MG,,,,TAB,TAB,BIASA,0,16,3740,11,3740,0,0
PROCOLD TABLET,,,,STRIP,TAB,BIASA,0,16,2807,11,2807,0,0
PROFENID TAB,,,,TAB,TAB,BIASA,0,16,5870,11,5870,0,0
PROFENID SUPPO 100MG,,,,SUPP,SUPP,BIASA,0,16,16404,11,16404,0,0
PROHISTIN 10MG,,,,TAB,TAB,BIASA,0,16,4785,11,4785,0,0
PROLACTA BABY,,,,TAB,TAB,BIASA,0,16,5550,11,5550,0,0
PROLEVOX 500MG,,30/10/2025,,TAB,ORAL,BIASA,34410,16,0,11,34410,0,12
PROMACTIL 100MG TABLET,,,,TAB,TAB,BIASA,0,16,402,11,402,0,0
PROMAVIT,,30/07/2026,,KAPSUL,TAB,BIASA,4718,16,0,11,4440,0,315
PROMENO TABLET,,30/03/2026,,TAB,ORAL,BIASA,13054,16,0,11,12432,0,100
PROMUBA SYRUP,,31/08/2027,,FLS,SYR,BIASA,43290,16,0,11,43290,0,9
PRONEURON TABLET,,30/09/2026,"DIAZEPAM, METHAMPYRON",TAB,TAB,PSIKOTROPIKA,1554,25,0,25,1554,0,640
PRONOVIR 500MG,,28/02/2027,,TAB,TAB,BIASA,8880,16,0,11,8880,0,188
PROPECT SYR,,,,FLS,SYR,BIASA,0,16,26400,11,26400,0,0
PROSOGAN FD 30MG,,30/10/2026,,TAB,ORAL,BIASA,21255,12,0,11,20243,0,84
PROVAGIN OVULA,,,,PC,OVULA,BIASA,14985,16,0,11,14985,0,29
PROVE C,,,,TAB,TAB,BIASA,0,16,3410,11,3410,0,0
PROXIDAN 400,,30/06/2025,,TAB,ORAL,BIASA,4163,16,0,11,4125,0,27
PROXIME,,30/09/2026,,TAB,ORAL,BIASA,1499,16,0,11,1388,0,743
PULNA TAB,,,,TAB,TAB,BIASA,0,16,1430,11,1430,0,0
PURESCO 300MG,,30/05/2026,,TAB,ORAL,BIASA,3608,16,0,11,3608,0,63
PYRAZINAMIDE 500MG,,,,TAB,TAB,BIASA,0,16,715,11,715,0,0
PYRIDOL SYR,,31/07/2025,,FL,SYR,BIASA,32190,16,0,11,28860,0,4
RECOLFAR TAB,,,COLCHICINE,TAB,TAB,BIASA,0,16,6660,11,6660,0,0
REGUMEN 5MG,,30/06/2025,,TAB,TAB,BIASA,2720,16,0,11,4496,0,81
RENAX,,28/02/2028,,KAPSUL,TAB,BIASA,11378,16,0,11,10767,0,242
RETIVIT PLUS,,,,TAB,TAB,BIASA,0,16,8103,11,8103,0,0
RETOP KAPSUL,,,,TAB,TAB,BIASA,0,16,6105,11,6105,0,0
RG CHOLINE,,,,TAB,TAB,BIASA,0,16,19610,11,19610,0,0
ROTAVER 6MG,,30/07/2026,,TAB,TAB,BIASA,2720,16,0,11,2720,0,203
RYBEST 10MG,,,,TAB,TAB,BIASA,0,16,3300,11,3300,0,0
RYDIAN 10MG,,30/05/2026,CETIRIZIN HCL 10MG,TAB,TAB,BIASA,4884,16,0,11,4884,0,104
RYVEL DROP,,,,FLS,DROP,BIASA,0,16,66600,11,66600,0,0
SAGESTAM CR,,30/01/2027,,TUBE,SLP,BIASA,15041,16,0,11,14319,0,3
SAGESTAM TT,,30/04/2026,,FLS,TT,BIASA,0,16,0,11,32745,0,5
SALTICIN CR,,,,TUBE,SLP,BIASA,0,16,35798,11,35798,0,0
SANADRYL DMP 120ML,,,,FLS,SYR,BIASA,0,16,25253,11,25253,0,0
SANADRYL DMP 60ML,,,,FLS,SYR,BIASA,0,16,15540,11,15540,0,0
SANADRYL EXP 120ML,,,,FLS,SYR,BIASA,0,16,18426,11,18426,0,0
SANADRYL EXP 60ML,,,,FLS,SYR,BIASA,0,16,12821,11,12821,0,0
SANBE KIDS EMULS,,,,FLS,SYR,BIASA,0,16,42790,11,42790,0,0
SANBE TEARS 8ML,,,,FLS,TM,BIASA,0,16,26363,11,26363,0,0
SANDEPRIL 50MG,,30/07/2027,MAPROTILINE 50MG,TAB,TAB,BIASA,8880,20,0,20,8880,0,254
SANGOBION KAPSUL,,31/01/2026,,KAPSUL,TAB,BIASA,1848,16,0,11,1537,0,85
SANMAG TAB,,,,TAB,TAB,PSIKOTROPIKA,0,25,979,25,979,0,0
SANTA E 100MG TABLET,,,,TAB,TAB,BIASA,0,16,1166,11,1166,0,0
SANTA E 200 TABLET,,,,TAB,TAB,BIASA,0,16,2442,11,2442,0,0
SERETIDE DISKUS 50/250,,28/02/2026,,FLS,INH,BIASA,339080,16,0,11,293576,0,4
SIMARC 2MG,,30/06/2026,,TAB,TAB,BIASA,1721,16,0,11,1699,0,195
SIMCITI 500MG,,30/04/2026,,TAB,TAB,BIASA,12210,16,0,11,11100,0,80
SIMCLOVIX TAB,,,,TAB,TAB,BIASA,0,12,12650,11,12650,0,0
SIMFLOX 500MG,,,,TAB,TAB,BIASA,0,12,11000,11,11000,0,0
SIMVASK 5MG,,,,TAB,TAB,BIASA,0,16,4400,11,4400,0,0
SIMVASTATIN 20MG,,30/01/2026,SIMVASTATIN 20MG,TAB,TAB,BIASA,1109,25,0,11,1109,0,840
SIRPLUS SYRUP,,,,FLS,SYR,BIASA,0,16,15540,11,15540,0,0
SIRPLUS TAB,,30/10/2027,,TAB,ORAL,BIASA,234,16,0,11,234,0,11849
SIZORIL 25MG,,30/12/2027,CLOZAPINE 100MG,TAB,TAB,BIASA,4995,20,0,20,4995,0,276
SMECTA SACHET,,,,SACH,PULV,BIASA,0,16,3667,11,3667,0,0
SODERMIX CR 15GR,,,,TUBE,SLP,BIASA,0,16,93500,11,93500,0,0
SOFRATULLE,,,,PC,ALKES,BIASA,0,16,27322,11,27322,0,0
SOLVINEX SYR,,,,FLS,SYR,BIASA,0,16,17600,11,17600,0,0
STARMUNO TAB,,,,TAB,TAB,BIASA,0,16,10684,11,10684,0,0
TARIFLOX 400MG TAB,,,OFLOKSASIN 400 MG,TAB,TAB,BIASA,0,10,15950,10,15950,0,0
TB VIT 6 SYRUP,,,,FLS,SYR,BIASA,0,16,33000,11,33000,0,0
TENATEN 10MG,,,,TAB,TAB,BIASA,0,16,3960,11,3960,0,0
"TENSICAP 12,5MG",,,,TAB,TAB,BIASA,0,16,2387,11,2387,0,0
TENSICAP 25MG,,,,TAB,TAB,BIASA,0,16,4662,11,4662,0,0
TENSINOP 10MG,,30/05/2026,LISINOPRIL,TAB,TAB,BIASA,5328,16,0,11,5106,0,332
TENSINOP 5MG,,30/09/2026,LISINOPRIL,TAB,TAB,BIASA,3330,16,0,11,3219,0,325
TENSOBON 25MG TAB,,,,TAB,TAB,BIASA,0,16,3575,11,3575,0,0
TERANOL 10MG,,,KETOROLAC,TAB,TAB,BIASA,0,16,6050,11,6050,0,0
TETRIN KAPSUL 500,,,,TAB,TAB,BIASA,0,16,1782,11,1782,0,0
THEOBRON SYRUP,,,,FLS,SYR,BIASA,0,16,55500,11,55500,0,0
TIM OPHTAL TM 0.5%,,,,FLS,TM,BIASA,0,16,55611,11,55611,0,0
TIRIS DROP,,,CETIRIZIN HCL 10MG,FLS,DROP,BIASA,0,16,83250,11,83250,0,0
TRAJENTA 5MG,,28/02/2027,LINAGLIPTIN,TAB,TAB,BIASA,22520,16,0,11,21447,0,168
TRAJENTA DUO 2.5/500,,,,TAB,TAB,BIASA,0,16,10694,11,10694,0,0
TREMENZA SYRUP,,30/09/2026,,FLS,SYR,BIASA,25142,16,0,11,23100,0,5
TREMENZA TABLET,,30/10/2026,PSEUDOEPHEDRIN,TAB,TAB,BIASA,1832,16,0,11,1721,0,608
TRIAMCORT 4MG,,30/11/2028,TRIAMCINOLONE,TAB,TAB,BIASA,5051,16,0,11,4740,0,433
TRICHODAZOLE 500MG,,30/01/2026,METRONIDAZOLE,TAB,TAB,BIASA,2054,16,0,11,1943,0,31
TRICKER TAB,,,,TAB,TAB,BIASA,0,16,4950,11,4950,0,0
TRILAC,,,,TAB,TAB,BIASA,0,16,4275,11,4275,0,0
TRUVAZ 20MG,,30/06/2025,ATORVASTATIN,TAB,TAB,BIASA,23310,16,0,11,20720,0,32
TUDIAB 500MG,,30/08/2026,METFORMIN,TAB,TAB,BIASA,1332,16,0,11,1332,0,379
TUZALOS TABLET / STRIP,,,,TAB,TAB,BIASA,0,16,4440,11,4440,0,0
UBESCO,,30/03/2026,CO-ENZYM,TAB,TAB,BIASA,12765,16,0,11,11655,0,174
ULTRAPROCT-N SUPPO,,30/04/2025,,BIJI,SUPP,BIASA,19800,16,0,11,19800,0,12
UNALIUM 10MG,,30/06/2026,FLUNARIZINE,TAB,TAB,BIASA,8880,16,0,11,8880,0,122
UNALIUM 5MG,,30/06/2026,FLUNARIZINE,TAB,TAB,BIASA,6716,16,0,11,6716,0,240
URESIX 40MG,,30/08/2028,FUROSEMIDE,TAB,TAB,BIASA,1110,16,0,11,1055,0,300
URINTER 400MG,,30/06/2025,PIPEMIDIC ACID,TAB,TAB,BIASA,7243,16,0,11,6860,0,50
UTROGESTAN 100MG,,,PROGESTERON,TAB,TAB,BIASA,0,16,13200,11,13200,0,0
UTROGESTAN 200MG,,,PROGESTERON,TAB,TAB,BIASA,0,16,24200,11,24200,0,0
VAGISTIN OVULA,,,,PC,OVULA,BIASA,0,16,15620,11,15620,0,0
VALISANBE 2MG,,30/05/2025,DIAZEPAM 2 MG,TAB,TAB,PSIKOTROPIKA,333,25,0,25,285,0,405
VALISANBE 5MG,,30/08/2026,DIAZEPAM 5 MG,TAB,TAB,PSIKOTROPIKA,500,25,0,25,1000,0,506
VAPORIN,,,,TAB,TAB,BIASA,0,16,6050,11,6050,0,0
VENTOLIN INHALER,,30/11/2025,SALBUTAMOL,PC,INH,BIASA,154421,16,0,11,140383,0,1
VIRUMERZ 5 GR,,,,TUBE,SLP,BIASA,0,16,40700,11,40700,0,0
VIRUMERZ GEL 10GR,,,,TUBE,SLP,BIASA,0,16,69300,11,69300,0,0
VITALONG C BOTOL,,,,TAB,TAB,BIASA,0,16,42100,11,42100,0,0
VITALONG C STRIP,,,,STRIP,TAB,BIASA,0,16,5867,11,5867,0,0
VOSEDON SYR,,,,FLS,SYR,BIASA,0,16,34743,11,34743,0,0
VOSEDON TAB,,,,TAB,TAB,BIASA,0,16,2775,11,2775,0,0
X-CAM 15MG,,30/12/2024,MELOXICAM,TAB,TAB,BIASA,9158,16,0,11,9158,0,403
X-CAM 7.5MG,,30/06/2028,MELOXICAM,TAB,TAB,BIASA,5828,16,0,11,5828,0,110
YASMIN 1X21,,,,STRIP,TAB,BIASA,0,16,215539,11,215539,0,0
ZAMEL DROP,,,,FLS,DROP,BIASA,0,16,43845,11,43845,0,0
ZEGASE TABLET,,,,TAB,TAB,BIASA,0,16,2365,11,2365,0,0
ZIBRAMAX DRY SYR,,30/12/2025,AZITHROMYCIN,FLS,SYR,BIASA,119880,16,0,11,119880,0,2
ZINCPRO 60ML SYR,,,,FLS,SYR,BIASA,0,16,35200,11,35200,0,0
ZOLACAP 20MG,,,,TAB,TAB,BIASA,0,16,13653,11,13653,0,0
METHYCOBAL INJEKSI,,,MECOBALAMIN,BOTOL,ORAL,BIASA,0,12,33831,11,33831,0,0
NEUROBION FORTE,,30/06/2027,,TABLET,ORAL,BIASA,0,16,0,11,3739,0,195
BECOMBION LYSIN 100ML,,,,BOTOL,ORAL,BIASA,0,17,30030,11,30030,0,0
NEURODEX,,30/03/2025,,TABLET,ORAL,BIASA,500,16,0,11,750,0,320
LANAVISION TAB,,,,TABLET,ORAL,BIASA,0,16,5280,11,5280,0,0
ASTA PLUS,,30/07/2027,,KAPSUL,ORAL,BIASA,10268,16,0,11,9350,0,104
L-CORE,,,,STRIP,ORAL,BIASA,0,12,30525,11,30525,0,0
LAPIFED DM 100ML,,,,BOTOL,ORAL,BIASA,0,16,38850,11,38850,0,0
INTRIZIN TAB,,30/06/2026,,TABLET,ORAL,BIASA,8975,16,0,11,8547,0,120
PREDNOX 16MG,,,METHYLPREDNISOLONE 16MG,TABLET,ORAL,BIASA,0,16,8690,11,8690,0,0
METHYCOBAL 500MG CAP,,,MECOBALAMIN,TABLET,ORAL,BIASA,0,16,4380,11,4380,0,0
GOVOTIL 2MG,,30/06/2026,HALOPERIDOL 2,TABLET,ORAL,BIASA,1832,20,0,20,1832,0,165
HYRIC KAPSUL,,,,KAPSUL,ORAL,BIASA,0,17,8140,11,8140,0,0
FUDO TAB,,,,TABLET,ORAL,BIASA,0,17,3025,11,3025,0,0
ARGOMED TAB,,,,TABLET,ORAL,BIASA,0,17,3850,11,3850,0,0
SEROQUEL 200MG,,,,TABLET,ORAL,BIASA,0,20,36302,20,36302,0,0
OBH COMBI BP 100ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,16484,11,16484,0,0
LUSANOC TAB,,,,TABLET,ORAL,BIASA,0,16,4840,11,4840,0,0
FETAVITA,,,,KAPSUL,ORAL,BIASA,0,17,8800,11,8800,0,0
OTILON TETES TELINGA,,30/12/2026,"POLYMYXIN B SULPATE, NEOMYCIN SULPHATE, FLUDROCORTISONE ACETATE, LIDOCAIN HCL",BOTOL/DROP,LUAR,BIASA,48396,16,0,11,46065,0,7
LANAVISION PLUS,,,,KAPSUL,ORAL,BIASA,0,16,8800,11,8800,0,0
HEMAPO INJ 3000IU,,30/01/2025,,BOTOL/DROP,INJEKSI,BIASA,166500,16,0,11,116550,0,4
XIETY 10MG,,30/06/2026,BUSPIRONE HCL,TABLET,ORAL,BIASA,5550,20,0,20,4995,0,275
ANCLA KAPLET,,30/07/2027,,TABLET,ORAL,BIASA,12765,16,0,11,12765,0,40
SIBERID 5MG,,,,TABLET,ORAL,BIASA,0,20,6380,20,6380,0,0
INTRIZIN SYR,,31/01/2027,,BOTOL/DROP,ORAL,BIASA,86247,16,0,11,82140,0,6
ANCLA FORTE SYR,,30/03/2026,,BOTOL/DROP,ORAL,BIASA,81030,16,0,11,81030,0,6
MENSIPOX 500MG,,30/04/2027,,TABLET,ORAL,BIASA,13875,16,0,11,13875,0,110
LANTUROL 200,,,,TABLET,ORAL,BIASA,0,16,3300,11,3300,0,0
TRADOSIK 50MG,,30/06/2026,TRAMADOL,KAPSUL,ORAL,BIASA,4884,16,0,11,4662,0,791
NEOTIBI KAPLET,,,,TABLET,ORAL,BIASA,0,16,1826,11,1826,0,0
FORMYCO 200MG,,30/07/2026,,TABLET,ORAL,BIASA,6327,16,0,11,5994,0,98
FLUTAMOL-P,,,,TABLET,ORAL,BIASA,0,17,1342,11,1342,0,0
LEVOCIN 500MG,,30/04/2026,LEVOFLOXACIN 500MG,TABLET,ORAL,BIASA,41958,16,0,11,40959,0,61
PIRALEN 10MG,,,,TABLET,ORAL,BIASA,0,16,666,11,666,0,0
LAPISIV-T,,30/09/2026,"150mg glyceryl guaiacolate, 10mg dextromethorphan HBr dan 15mg diphenhydramine HCl",TABLET,ORAL,BIASA,2220,16,0,11,1998,0,486
AKILEN TT,,30/08/2026,OFLOXACIN,BOTOL/DROP,LUAR,BIASA,76146,16,0,11,72483,0,9
DATAN FORTE,,30/07/2026,,TABLET,ORAL,BIASA,2165,16,0,11,2021,0,294
NEURAXON 5000,,31/03/2026,,TABLET,ORAL,BIASA,3752,16,0,11,3508,0,513
GRADIAB 500MG,,,,TABLET,ORAL,BIASA,0,16,1045,11,1045,0,0
LANAVEN TAB,,,,TABLET,ORAL,BIASA,0,16,8250,11,8250,0,0
COMTUSI SYR DEWASA 60ML,,,,BOTOL/DROP,ORAL,BIASA,0,17,38610,11,38610,0,0
SIMPROFEN 25MG,,,,TABLET,ORAL,BIASA,0,16,7770,11,7770,0,0
TONICARD,,,,TABLET,ORAL,BIASA,0,10,17600,10,17600,0,0
EUPHYLLIN MITE,,,,TABLET,ORAL,BIASA,0,16,2088,11,2088,0,0
CARDIVASK 5MG,,,,TABLET,ORAL,BIASA,0,0,5409,0,5409,0,0
BRONCHOPRONT SYR,,,,BOTOL/DROP,ORAL,BIASA,0,17,53240,11,53240,0,0
PROSINAL SYRUP,,,,BOTOL/DROP,ORAL,BIASA,0,17,18150,11,18150,0,0
FITOGEN TAB,,,,TABLET,ORAL,BIASA,0,17,3146,11,3146,0,0
ALDISA SR,,30/07/2026,,KAPSUL,ORAL,BIASA,6605,16,0,11,6272,0,165
BETRION TAB,,,,TABLET,ORAL,BIASA,0,17,1430,11,1430,0,0
ROMA MALKIST KECIL,,,,BOX,ORAL,BIASA,0,47,4000,46,4000,0,0
GOOD TIME JUMBO,,,,BOX,ORAL,BIASA,0,17,6000,11,6000,0,0
FLET SET,,,,BOX,LUAR,BIASA,0,16,17000,11,17000,0,0
PENYANGGA LEHER,,,,BOX,LUAR,BIASA,0,17,125000,11,125000,0,0
TIMBANGAN BADAN GEA,,,,BOX,LUAR,BIASA,0,15,67500,10,67500,0,0
SALOFALK 500 TAB,,,,TABLET,ORAL,BIASA,0,12,11816,11,11816,0,0
CALTRON,,,,TABLET,ORAL,BIASA,0,17,2530,11,2530,0,0
EUPHYLLIN RETARD 250MG,,30/12/2026,,TABLET,ORAL,BIASA,3383,16,0,11,3383,0,214
OBIMIN AF,,,,KAPSUL,ORAL,BIASA,0,17,1596,11,1596,0,0
NEUGAIN KAPSUL,,,,KAPSUL,ORAL,BIASA,0,12,11550,11,11550,0,0
SANTESAR 50MG,,30/01/2027,,TABLET,ORAL,BIASA,10434,16,0,11,9935,0,284
PROBIOKID,,,,TABLET,ORAL,BIASA,0,12,15065,11,15065,0,0
RENADINAC 50MG TAB,,,,TABLET,ORAL,BIASA,0,16,605,11,605,0,0
GLICAB 80MG,,,,TABLET,ORAL,BIASA,489,16,0,11,444,0,557
TEARIN ED 5ML,,,,BOTOL/DROP,LUAR,BIASA,0,17,18700,11,18700,0,0
OESTROGEL,,,,TUBE,LUAR,BIASA,0,17,302500,11,302500,0,0
BEBEMAMA VANILLABERRY 200,,,,BOX,ORAL,BIASA,0,17,31619,11,31619,0,0
BEBEMAMA CHOCO BREEZE 200,,,,BOX,ORAL,BIASA,0,17,31619,11,31619,0,0
MESTAMOX 500 TAB,,,,TABLET,ORAL,BIASA,0,17,3300,11,3300,0,0
TRACETATE SYR 200ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,429000,11,429000,0,0
STROCAIN TAB,,,,TABLET,ORAL,BIASA,0,17,2017,11,1595,0,0
FIT BOND,,,,TABLET,ORAL,BIASA,0,16,1200,11,1200,0,0
GASTULEN TAB,,,,TABLET,ORAL,BIASA,0,16,776,11,776,0,0
LANPRACID TAB,,,,TABLET,ORAL,BIASA,0,12,11770,11,11770,0,0
CEFAT SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,50061,11,50061,0,0
XEPALODIN TAB,,,,TABLET,ORAL,BIASA,0,17,4200,11,4200,0,0
STOMACAIN TAB,,,,TABLET,ORAL,BIASA,0,17,1594,11,1594,0,0
AMTOCORT TAB,,,,TABLET,ORAL,BIASA,0,17,3146,11,3146,0,0
CENDO HYALUB DROP,,,,BOTOL/DROP,LUAR,BIASA,0,16,59108,11,59108,0,0
LOPAMID TAB,,,,TABLET,ORAL,BIASA,0,17,240,11,240,0,0
SEDOT INGUS CAMERA,,,,BOX,LUAR,BIASA,0,17,27500,11,27500,0,0
EUTHYROX 50MG,,28/02/2026,,TABLET,ORAL,BIASA,0,16,0,11,1824,0,290
SUSU COLOSTRUM,,,,TABLET,ORAL,BIASA,0,17,11000,11,11300,0,0
SALEP 88,,,,TUBE,LUAR,BIASA,0,16,11458,11,11458,0,0
SIMLEV 500,,,,TABLET,ORAL,BIASA,0,12,30250,11,30250,0,0
SPASMOMEN TAB,,,,TABLET,ORAL,BIASA,0,17,6820,11,6820,0,0
DUSPATALIN TAB,,,,TABLET,ORAL,BIASA,0,17,4002,11,4002,0,0
SESDEN TAB,,,,TABLET,ORAL,BIASA,0,17,2023,11,2023,0,0
HERBESSER 30MG,,30/03/2025,,TABLET,ORAL,BIASA,11025,17,0,11,2893,0,62
OTRIVIN DEWASA 0.1%,,,,BOTOL/DROP,LUAR,BIASA,0,17,41470,11,41470,0,0
CENDO TIMOL 0.5% MDS,,,,STRIP,LUAR,BIASA,0,16,28583,11,28583,0,0
SALOFALK 250,,,,TABLET,ORAL,BIASA,0,16,7785,11,7785,0,0
SEVENSEAS BECOMBION SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,35780,11,35780,0,0
OBH COMBI BATUK BRDHK JAHE/MNTL 100ML,,31/05/2026,,BOTOL/DROP,ORAL,BIASA,14874,16,0,11,12832,0,2
OBH COMBI BF ANAK ORG/STRW 60ML,,30/06/2026,,BOTOL/DROP,ORAL,BIASA,15929,16,0,11,13487,0,2
FLOXSID 500 TAB,,,,TABLET,ORAL,BIASA,0,12,12100,11,12100,0,0
NUTRIVISION TAB,,,,TABLET,ORAL,BIASA,0,17,6600,11,6600,0,0
CENDO BERRY TAB,,,,TABLET,ORAL,BIASA,0,16,3465,11,3465,0,0
NEEDLE 26,,,,BOTOL/DROP,LUAR,BIASA,0,16,105000,11,105000,0,0
KRUK KAKI 3,,,,BOX,LUAR,BIASA,0,12,105000,11,105000,0,0
ZEUFOR TAB,,,,TABLET,ORAL,BIASA,0,10,12282,10,12282,0,0
ACETRAM FC TAB,,,,TABLET,ORAL,BIASA,0,17,7590,11,7590,0,-2
MYONAL TAB,,30/11/2026,,TABLET,ORAL,BIASA,8483,16,0,11,7857,0,19
MY BABY TELON PLUS 60ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,14901,11,14901,0,0
MY BABY TELON 60ML,,,,BOTOL/DROP,LUAR,BIASA,0,17,10000,11,10000,0,0
MY BABY KAYU PUTIH PL 60ML,,,,BOTOL/DROP,LUAR,BIASA,0,17,12900,11,12900,0,0
MY BABY POWDER ALL,,,,BOTOL/DROP,LUAR,BIASA,0,17,4425,11,4425,0,0
MY BABY LOTION 200ML,,,,BOTOL/DROP,LUAR,BIASA,0,17,11350,11,11350,0,0
FRUIT 18 JUNIOR,,,,TABLET,ORAL,BIASA,0,17,108900,11,108900,0,0
AMAROPO PLUS TAB,,,,TABLET,ORAL,BIASA,0,17,2287,11,2287,0,0
PIROFEL GEL,,,,TUBE,LUAR,BIASA,0,16,20702,11,20702,0,0
FITKOM TAB HISAP ALL,,,,BOX,ORAL,BIASA,0,17,11550,11,11550,0,0
